flight_id,departure_airport,arrival_airport,model,flight_time_mm,book_date,fare_conditions,amount
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T22:45:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-06T00:12:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-09T02:35:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-17T10:55:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T13:21:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-10T11:17:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-24T20:01:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T13:43:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T11:09:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T18:21:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T02:40:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T03:15:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T19:51:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T02:40:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T19:41:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T23:33:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-17T09:53:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T05:02:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T09:28:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T18:13:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-06T03:26:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-14T22:17:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T16:23:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-09T18:13:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T02:33:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T21:51:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T19:51:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-19T05:50:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T19:41:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T22:27:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T19:51:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-04T13:04:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-11T06:57:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-23T12:35:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-11T06:57:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T18:13:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T06:10:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T08:19:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-10T11:17:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-11T21:23:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T09:41:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T21:11:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-14T07:45:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-19T03:41:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T11:09:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T13:32:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T08:05:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-09T18:46:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-16T20:46:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T18:21:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-21T12:44:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-19T05:50:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T22:45:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-06T09:23:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-10T09:18:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-09T02:12:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-14T02:11:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T03:15:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-19T22:22:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-18T10:12:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T14:17:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T19:41:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T23:33:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-10T12:41:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-24T20:01:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T21:51:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-18T10:12:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-03T23:48:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-09T09:22:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-11T19:08:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T05:02:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-17T10:55:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-16T20:46:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-14T22:17:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-11-29T01:30:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-21T12:44:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T16:23:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T03:48:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-13T10:23:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T07:29:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-15T02:33:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-12T11:59:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-08T08:09:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-23T12:35:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-19T15:46:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-16T19:56:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-08T02:39:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-09T18:13:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-14T07:45:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-20T06:53:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-14T06:54:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-06T00:12:00Z,Economy,12200.00
136119,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 41 mins 0.00 secs,2016-12-07T05:02:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-10T00:38:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-05T13:17:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-10T22:48:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T00:33:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-30T12:45:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-11T07:24:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-31T05:13:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-31T08:23:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-09T05:57:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T17:29:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T07:39:00Z,Business,36600.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-05T16:52:00Z,Economy,13400.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-09T15:55:00Z,Economy,13400.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-14T16:35:00Z,Economy,13400.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T05:57:00Z,Economy,13400.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-30T12:33:00Z,Economy,13400.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T12:59:00Z,Economy,13400.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T17:29:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-10T10:14:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T10:24:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-10T19:57:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-04T16:56:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-26T05:29:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T21:43:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T10:24:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-04T14:55:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-12T13:30:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-01T17:12:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-30T23:15:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-30T04:40:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-11T06:49:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-09T15:55:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-13T14:48:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-27T03:01:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T00:33:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-11T02:08:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-05T16:52:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-28T06:13:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-05T06:18:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-30T10:12:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-30T12:24:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-29T07:18:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-08T21:06:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-09T05:57:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-29T19:30:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-28T05:46:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-01T14:42:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T03:11:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-12T13:30:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-28T06:13:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-27T03:01:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T19:58:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-09T22:20:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-12T00:02:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T22:37:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-28T15:16:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-01T12:33:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T17:45:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-31T08:02:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T08:32:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-10T00:24:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-25T18:47:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-02T07:18:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-29T05:41:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-31T20:41:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-03T03:11:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-27T02:45:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-25T18:47:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-11T07:14:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-01-25T18:47:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-07T23:56:00Z,Economy,12200.00
136120,AAQ,SVO,Boeing 737-300,0 years 0 mons 0 days 1 hours 39 mins 0.00 secs,2017-02-01T14:42:00Z,Economy,12200.00
